flight_number,departure_station_code,arrival_station_code,scheduled_departure_dtl,entree_product_id,entree_description,entree_code,planned_entree_count,consumed_entree_count
2290,ORX,PDX,9/27/2022,58563,Tomato and kale baked egg,E,3,3
1197,CUX,ORX,9/28/2022,58109,Chicken breast entree,C,12,9
2642,SAX,EWX,9/27/2022,60987,Impossible Meatball Bowl,V,8,7
1756,EWX,IAX,9/30/2022,58981,Scrambled eggs,O,72,0
555,DEX,RNX,9/30/2022,61529,Zatar chicken,C,6,0
1155,IAX,CUX,9/27/2022,58019,Belgium waffle,WF,8,8
2277,IAX,LAX,9/19/2022,58764,Mediterranean Falafel Bowl,V,1,0
2295,EWX,LAX,9/19/2022,60987,Impossible Meatball Bowl,V,7,4
769,ORX,DFX,9/23/2022,61529,Zatar chicken,C,5,0
716,IAX,ORX,9/26/2022,60983,Zatar chicken,C,12,0
2364,DEX,EWX,9/30/2022,60549,Vegetarian chili and polenta cake,V,3,3
1434,EWX,DEX,9/20/2022,60987,Impossible Meatball Bowl,V,8,2
1140,EWX,PBX,9/7/2022,60549,Vegetarian chili and polenta cake,V,1,0
1408,IAX,LAX,9/22/2022,58019,Belgium waffle,WF,4,4
1546,DEX,LGX,9/5/2022,61524,Scrambled eggs,O,3,0
1039,CMX,SFX,9/11/2022,58019,Belgium waffle,WF,7,0
2422,MCX,ORX,9/16/2022,58019,Belgium waffle,WF,8,5
692,ORX,DEX,9/21/2022,58766,Gingerbread French Toast,FT,3,0
2408,ORX,FLX,9/9/2022,60983,Zatar chicken,C,8,0
2032,IAX,RNX,9/11/2022,61529,Zatar chicken,C,7,5
1955,SFX,DCX,9/10/2022,58563,Tomato and kale baked egg,E,3,0
1872,IAX,PHX,9/15/2022,61360,Brioche cheeseburger,B,3,0
1069,IAX,LAX,9/7/2022,58981,Scrambled eggs,O,13,0
1558,TPX,ORX,9/10/2022,60987,Impossible Meatball Bowl,V,8,4
1446,IAX,LAX,9/27/2022,61529,Zatar chicken,C,6,0
2327,ORX,TPX,9/24/2022,58019,Belgium waffle,WF,7,0
502,MCX,EWX,9/15/2022,58981,Scrambled eggs,O,8,0
673,DEX,IAX,9/28/2022,61360,Brioche cheeseburger,B,2,2
722,EWX,MCX,9/8/2022,60983,Zatar chicken,C,11,11
2046,DEX,TPX,9/15/2022,58019,Belgium waffle,WF,9,0
2109,EWX,SAX,9/20/2022,60987,Impossible Meatball Bowl,V,4,2
1126,DEX,CUX,9/21/2022,60987,Impossible Meatball Bowl,V,8,8
1663,ORX,LAX,9/29/2022,61360,Brioche cheeseburger,B,2,2
331,LAX,ORX,9/29/2022,60549,Vegetarian chili and polenta cake,V,2,2
692,ORX,DEX,9/10/2022,58981,Scrambled eggs,O,10,0
1420,CLX,FLX,9/11/2022,58019,Belgium waffle,WF,8,0
1213,SFX,PVX,9/12/2022,61524,Scrambled eggs,O,6,5
1262,EWX,IAX,9/16/2022,58764,Mediterranean Falafel Bowl,V,1,0
222,SFX,MCX,9/19/2022,60987,Impossible Meatball Bowl,V,12,6
1738,LAX,AUX,9/20/2022,61360,Brioche cheeseburger,B,1,0
590,DEX,EUX,9/21/2022,60983,Zatar chicken,C,16,0
301,SFX,HNX,9/22/2022,54759,Seared beef short rib,B,16,0
1888,DEX,BDX,9/22/2022,60983,Zatar chicken,C,8,0
598,EWX,LAX,9/23/2022,58563,Tomato and kale baked egg,E,4,0
2411,LAX,IAX,9/2/2022,60987,Impossible Meatball Bowl,V,7,0
1900,IAX,ORX,9/5/2022,60987,Impossible Meatball Bowl,V,6,6
1118,DFX,IAX,9/9/2022,61530,Impossible Meatball Bowl,V,5,3
1733,BZX,IAX,9/10/2022,60987,Impossible Meatball Bowl,V,6,0
1620,IAX,CUX,9/10/2022,58563,Tomato and kale baked egg,E,2,0
1065,MEX,EWX,9/3/2022,58105,Protein egg entree,O,7,1
2606,SJX,DEX,9/3/2022,61530,Impossible Meatball Bowl,V,5,2
478,BOX,SFX,9/4/2022,60987,Impossible Meatball Bowl,V,8,0
2458,RTX,IAX,9/4/2022,60983,Zatar chicken,C,20,16
1602,PHX,EWX,9/4/2022,60983,Zatar chicken,C,11,5
1437,SLX,ORX,9/9/2022,61530,Impossible Meatball Bowl,V,5,3
1417,IAX,LAX,9/11/2022,60983,Zatar chicken,C,20,20
339,MKX,DEX,9/2/2022,60987,Impossible Meatball Bowl,V,6,6
2245,EWX,MCX,9/3/2022,60987,Impossible Meatball Bowl,V,12,6
2199,AUX,ORX,9/4/2022,60983,Zatar chicken,C,20,16
1486,DEX,YVX,9/7/2022,61360,Brioche cheeseburger,B,2,0
2634,IAX,PDX,9/10/2022,58981,Scrambled eggs,O,20,16
1756,EWX,IAX,9/10/2022,58981,Scrambled eggs,O,25,0
407,SNX,DEX,9/3/2022,60983,Zatar chicken,C,10,0
1743,IAX,SFX,9/3/2022,61360,Brioche cheeseburger,B,2,0
243,DEX,PDX,9/2/2022,58766,Gingerbread French Toast,FT,1,0
2035,IAX,SFX,9/4/2022,60987,Impossible Meatball Bowl,V,8,7
2474,LAX,EWX,9/5/2022,50950,Butternut squash ravioli,P,15,0
2096,ORX,LAX,9/6/2022,60983,Zatar chicken,C,78,78
1039,CMX,SFX,9/6/2022,58981,Scrambled eggs,O,8,0
1277,LAX,CUX,9/14/2022,58563,Tomato and kale baked egg,E,2,0
481,DFX,EWX,9/14/2022,60983,Zatar chicken,C,7,5
619,IAX,TPX,9/18/2022,58981,Scrambled eggs,O,18,8
874,GUX,NRX,9/18/2022,40985,Braised beef top blade,B,10,0
1078,CMX,DEX,9/1/2022,60987,Impossible Meatball Bowl,V,6,6
1537,EWX,TPX,9/3/2022,61360,Brioche cheeseburger,B,1,1
1571,BZX,IAX,9/3/2022,60983,Zatar chicken,C,24,20
502,DEX,FLX,9/3/2022,60549,Vegetarian chili and polenta cake,V,2,0
2196,ORX,IAX,9/6/2022,60983,Zatar chicken,C,5,5
2268,ORX,PDX,9/6/2022,61360,Brioche cheeseburger,B,1,0
1219,EWX,LAX,9/1/2022,61529,Zatar chicken,C,8,0
1209,IAX,EWX,9/3/2022,58981,Scrambled eggs,O,8,0
707,OGX,LAX,9/5/2022,32847,Gluten-free Meal,GF,3,3
1663,ORX,LAX,9/7/2022,60987,Impossible Meatball Bowl,V,6,4
2373,LGX,IAX,9/7/2022,58019,Belgium waffle,WF,8,0
2156,IAX,SFX,9/7/2022,60983,Zatar chicken,C,9,0
2288,ORX,SMX,9/11/2022,58272,Horchata steel cut oatmeal,OM,1,1
2425,LAX,BOX,9/11/2022,60983,Zatar chicken,C,26,6
2072,IAX,SNX,9/25/2022,58563,Tomato and kale baked egg,E,1,0
1418,DEX,RDX,9/25/2022,60987,Impossible Meatball Bowl,V,8,8
2253,MEX,EWX,9/27/2022,58109,Chicken breast entree,C,7,6
1561,SJX,EWX,9/29/2022,58109,Chicken breast entree,C,20,0
774,CLX,DEX,9/11/2022,60983,Zatar chicken,C,10,8
1829,MCX,ORX,9/13/2022,60983,Zatar chicken,C,28,0
1225,LAX,HNX,9/15/2022,60458,Crispy Hawaiian garlic tofu,V,10,0
525,DEX,CLX,9/15/2022,61530,Impossible Meatball Bowl,V,4,3
1622,LAX,MCX,9/16/2022,61360,Brioche cheeseburger,B,12,6
1516,SNX,EWX,9/17/2022,60987,Impossible Meatball Bowl,V,4,0
2245,EWX,MCX,9/18/2022,61360,Brioche cheeseburger,B,3,0
1267,LAX,SAX,9/19/2022,60987,Impossible Meatball Bowl,V,14,0
2070,IAX,IAX,9/21/2022,61360,Brioche cheeseburger,B,2,0
390,EWX,DEX,9/22/2022,60549,Vegetarian chili and polenta cake,V,2,1
1184,FLX,EWX,9/25/2022,58981,Scrambled eggs,O,8,8
1262,EWX,IAX,9/28/2022,61360,Brioche cheeseburger,B,2,1
2031,DEX,CUX,9/29/2022,58981,Scrambled eggs,O,20,0
2106,ORX,LAX,9/5/2022,58981,Scrambled eggs,O,6,4
1246,EWX,MSX,9/7/2022,58764,Mediterranean Falafel Bowl,V,1,0
1017,IAX,CUX,9/10/2022,58764,Mediterranean Falafel Bowl,V,2,1
1689,IAX,IAX,9/10/2022,58981,Scrambled eggs,O,18,18
2188,SFX,BOX,9/11/2022,58981,Scrambled eggs,O,7,8
1154,EWX,LAX,9/14/2022,61360,Brioche cheeseburger,B,1,0
659,AUX,EWX,9/16/2022,60983,Zatar chicken,C,20,16
1640,OGX,SFX,9/19/2022,58091,Chicken katsu,C,26,8
5483,DEX,DTX,9/23/2022,57994,Classic selection cheese tray,O,5,3
2415,DEX,SBX,9/25/2022,61530,Impossible Meatball Bowl,V,4,0
1685,SFX,LIX,9/28/2022,54759,Seared beef short rib,B,5,5
573,RNX,IAX,9/2/2022,60987,Impossible Meatball Bowl,V,6,0
1241,EWX,MIX,9/1/2022,61530,Impossible Meatball Bowl,V,5,3
1663,ORX,LAX,9/14/2022,60987,Impossible Meatball Bowl,V,7,0
1991,EWX,PDX,9/16/2022,58272,Horchata steel cut oatmeal,OM,4,0
2270,DEX,RDX,9/18/2022,58019,Belgium waffle,WF,14,6
784,LAX,IAX,9/20/2022,53164,Vegetarian entree,VG,2,0
1077,EWX,LAX,9/20/2022,53167,Vegetarian entree,VG,2,0
1007,DEX,SEX,9/22/2022,61360,Brioche cheeseburger,B,4,0
678,ORX,BOX,9/24/2022,60983,Zatar chicken,C,8,6
1060,MFX,DEX,9/24/2022,60983,Zatar chicken,C,10,0
2393,IAX,MIX,9/25/2022,60987,Impossible Meatball Bowl,V,8,0
2128,DEX,ATX,9/27/2022,60987,Impossible Meatball Bowl,V,6,4
1974,EWX,IAX,9/29/2022,60987,Impossible Meatball Bowl,V,5,0
1625,EWX,STX,9/30/2022,58019,Belgium waffle,WF,14,4
342,IAX,MIX,9/1/2022,60987,Impossible Meatball Bowl,V,14,12
465,DEX,PDX,9/2/2022,60987,Impossible Meatball Bowl,V,6,0
712,EWX,FLX,9/2/2022,60983,Zatar chicken,C,16,7
2067,ORX,SAX,9/15/2022,58019,Belgium waffle,WF,8,0
1696,MCX,IAX,9/16/2022,58019,Belgium waffle,WF,10,0
2054,IAX,DEX,9/23/2022,58981,Scrambled eggs,O,14,12
2369,SFX,DEX,9/24/2022,61530,Impossible Meatball Bowl,V,3,2
286,ORX,SNX,9/27/2022,58272,Horchata steel cut oatmeal,OM,1,0
2050,ONX,DEX,9/27/2022,58090,Classic selection cheese tray,O,40,34
2329,IAX,YYX,9/30/2022,60983,Zatar chicken,C,16,0
1087,BOX,IAX,9/6/2022,60987,Impossible Meatball Bowl,V,8,0
2249,ORX,PWX,9/6/2022,58764,Mediterranean Falafel Bowl,V,1,0
1472,EWX,SDX,9/6/2022,60987,Impossible Meatball Bowl,V,7,0
348,DEX,SAX,9/7/2022,61360,Brioche cheeseburger,B,12,6
1526,EWX,LAX,9/9/2022,60987,Impossible Meatball Bowl,V,5,0
477,SFX,ORX,9/12/2022,60987,Impossible Meatball Bowl,V,22,4
1666,SFX,BOX,9/14/2022,60983,Zatar chicken,C,11,4
2657,IAX,SNX,9/26/2022,61530,Impossible Meatball Bowl,V,10,2
1437,EWX,MEX,9/1/2022,61530,Impossible Meatball Bowl,V,5,5
2264,PVX,IAX,9/1/2022,61530,Impossible Meatball Bowl,V,5,5
2642,SAX,EWX,9/2/2022,60987,Impossible Meatball Bowl,V,6,0
236,ORX,DEX,9/9/2022,58764,Mediterranean Falafel Bowl,V,2,0
668,IAX,LAX,9/13/2022,58563,Tomato and kale baked egg,E,1,0
1924,IAX,LGX,9/13/2022,58019,Belgium waffle,WF,6,5
619,IAX,TPX,9/27/2022,58272,Horchata steel cut oatmeal,OM,1,0
515,LAX,JFX,9/28/2022,58049,Cinnamon French toast,FT,10,10
1640,OGX,SFX,9/1/2022,58091,Chicken katsu,C,13,0
1608,INX,DEX,9/5/2022,58574,Belgium waffle,WF,6,0
1222,HNX,LAX,9/5/2022,57484,Tomato and kale baked egg,E,11,0
2040,LAX,ORX,9/6/2022,58981,Scrambled eggs,O,6,4
1419,DEX,MIX,9/9/2022,58019,Belgium waffle,WF,7,0
1063,LAX,ORX,9/9/2022,60987,Impossible Meatball Bowl,V,8,0
557,SFX,DEX,9/13/2022,60549,Vegetarian chili and polenta cake,V,1,1
1613,ORX,SEX,9/1/2022,58764,Mediterranean Falafel Bowl,FB,1,0
1569,ORX,SFX,9/2/2022,58563,Tomato and kale baked egg,E,4,0
1225,LAX,HNX,9/3/2022,56495,Kosher Meal,KS,1,1
2328,ORX,SFX,9/3/2022,60987,Impossible Meatball Bowl,V,7,7
732,TPX,SFX,9/5/2022,58019,Belgium waffle,WF,8,0
1533,EWX,MIX,9/5/2022,58563,Tomato and kale baked egg,E,2,1
1548,ORX,MEX,9/7/2022,61530,Impossible Meatball Bowl,V,4,0
2047,MCX,EWX,9/9/2022,58019,Belgium waffle,WF,20,8
1827,SFX,DEX,9/11/2022,58272,Horchata steel cut oatmeal,OM,1,0
2177,IAX,SLX,9/6/2022,58019,Belgium waffle,WF,5,4
1749,IAX,DEX,9/6/2022,58563,Tomato and kale baked egg,E,4,0
2010,IAX,PIX,9/8/2022,61360,Brioche cheeseburger,B,2,0
371,EWX,LAX,9/1/2022,61360,Brioche cheeseburger,B,1,0
1177,PBX,EWX,9/8/2022,58981,Scrambled eggs,O,10,9
743,IAX,DFX,9/15/2022,58574,Belgium waffle,WF,4,0
1517,LIX,IAX,9/23/2022,58110,Vegetarian entree,V,12,4
1581,ORX,YVX,9/5/2022,60549,Vegetarian chili and polenta cake,V,1,0
222,SFX,MCX,9/5/2022,61360,Brioche cheeseburger,B,1,0
1288,SFX,BOX,9/6/2022,60549,Vegetarian chili and polenta cake,V,3,4
1208,EWX,JAX,9/8/2022,58272,Horchata steel cut oatmeal,OM,1,0
362,DEX,BOX,9/15/2022,58766,Gingerbread French Toast,FT,2,0
751,YYX,IAX,9/15/2022,45341,Spinach and cheese canneloni,P,8,6
2154,DEX,SNX,9/16/2022,61530,Impossible Meatball Bowl,V,3,1
1739,IAX,LAX,9/21/2022,60549,Vegetarian chili and polenta cake,V,4,0
2399,TPX,IAX,9/22/2022,60987,Impossible Meatball Bowl,V,12,2
487,CLX,DEX,9/30/2022,60987,Impossible Meatball Bowl,V,6,2
1148,ORX,LAX,9/30/2022,58019,Belgium waffle,WF,50,0
311,EWX,DEX,9/30/2022,58764,Mediterranean Falafel Bowl,FB,1,1
2481,IAX,MSX,9/5/2022,58563,Tomato and kale baked egg,E,2,0
2075,IAX,DEX,9/5/2022,58764,Mediterranean Falafel Bowl,V,3,0
435,EWX,IAX,9/6/2022,58563,Tomato and kale baked egg,E,1,0
472,IAX,IAX,9/7/2022,58574,Belgium waffle,WF,4,4
2651,LAX,HNX,9/12/2022,60458,Crispy Hawaiian garlic tofu,V,4,4
1981,SNX,ORX,9/12/2022,60987,Impossible Meatball Bowl,V,6,0
478,BOX,SFX,9/21/2022,60983,Zatar chicken,C,12,0
1451,EWX,PBX,9/21/2022,60987,Impossible Meatball Bowl,V,16,6
366,CMX,DEX,9/21/2022,61530,Impossible Meatball Bowl,V,5,2
1627,MCX,ORX,9/23/2022,60983,Zatar chicken,C,24,12
1632,DEX,MFX,9/3/2022,61360,Brioche cheeseburger,B,1,0
319,DEX,EUX,9/7/2022,61529,Zatar chicken,C,7,6
197,GUX,NRX,9/8/2022,40985,Braised beef top blade,B,9,7
1572,IAX,BOX,9/11/2022,61360,Brioche cheeseburger,B,1,0
1842,SFX,IAX,9/15/2022,60987,Impossible Meatball Bowl,V,7,0
1896,IAX,PHX,9/21/2022,58981,Scrambled eggs,O,14,6
406,DEX,CLX,9/4/2022,61360,Brioche cheeseburger,B,1,0
2328,ORX,SFX,9/4/2022,61360,Brioche cheeseburger,B,2,0
1597,DEX,ATX,9/5/2022,61360,Brioche cheeseburger,B,3,0
297,IAX,MSX,9/6/2022,61530,Impossible Meatball Bowl,V,4,1
1179,TPX,SFX,9/6/2022,60983,Zatar chicken,C,12,0
422,IAX,SAX,9/8/2022,60983,Zatar chicken,C,9,3
1764,SFX,AUX,9/13/2022,60983,Zatar chicken,C,11,7
1212,DEX,PIX,9/17/2022,61360,Brioche cheeseburger,B,3,0
1419,DEX,MIX,9/17/2022,58981,Scrambled eggs,O,8,0
208,IAX,BOX,9/20/2022,54080,Jumbo burrata ravioli,P,2,2
1991,EWX,PDX,9/20/2022,58019,Belgium waffle,WF,7,0
2200,IAX,DEX,9/22/2022,60987,Impossible Meatball Bowl,V,5,0
1888,DEX,BDX,9/19/2022,60983,Zatar chicken,C,9,8
576,EWX,MSX,9/23/2022,58766,Gingerbread French Toast,FT,1,0
2421,IAX,ORX,9/26/2022,60987,Impossible Meatball Bowl,V,14,14
474,DEX,PDX,9/29/2022,61529,Zatar chicken,C,5,3
673,DEX,IAX,9/30/2022,60987,Impossible Meatball Bowl,V,14,3
1759,DEX,KOX,9/2/2022,58676,Butternut squash schnitzel,V,5,1
1115,SAX,DEX,9/5/2022,60987,Impossible Meatball Bowl,V,8,4
1494,IAX,DEX,9/7/2022,60549,Vegetarian chili and polenta cake,V,1,0
1272,SFX,MEX,9/8/2022,60549,Vegetarian chili and polenta cake,V,1,0
1737,DEX,OGX,9/10/2022,58676,Butternut squash schnitzel,V,4,0
2470,RSX,IAX,9/11/2022,61529,Zatar chicken,C,7,4
1948,IAX,MCX,9/2/2022,61360,Brioche cheeseburger,B,4,0
1623,IAX,PVX,9/3/2022,61360,Brioche cheeseburger,B,2,0
455,LAX,OGX,9/3/2022,60458,Crispy Hawaiian garlic tofu,V,5,0
578,DEX,GEX,9/2/2022,60983,Zatar chicken,C,8,0
2280,LAX,ORX,9/9/2022,60987,Impossible Meatball Bowl,V,16,4
1299,ORX,GEX,9/12/2022,60549,Vegetarian chili and polenta cake,V,1,0
1511,IAX,PHX,9/14/2022,60983,Zatar chicken,C,11,11
1741,ORX,RSX,9/15/2022,58574,Belgium waffle,WF,4,3
590,DEX,EUX,9/28/2022,60983,Zatar chicken,C,8,0
473,SFX,RDX,9/29/2022,58766,Gingerbread French Toast,FT,1,1
673,DEX,IAX,9/6/2022,61360,Brioche cheeseburger,B,1,0
2369,SFX,DEX,9/7/2022,61529,Zatar chicken,C,6,0
1834,BNX,DEX,9/8/2022,61530,Impossible Meatball Bowl,V,5,0
1795,OGX,SFX,9/13/2022,58049,Cinnamon French toast,FT,5,5
2279,ORX,SEX,9/18/2022,61360,Brioche cheeseburger,B,2,2
2488,DEX,BUX,9/21/2022,61529,Zatar chicken,C,7,4
517,LAX,JFX,9/26/2022,58785,"ENT, BREAKFAST LIGHT REFRESHMENT",O,16,16
303,DEX,SEX,9/2/2022,61360,Brioche cheeseburger,B,1,0
289,AUX,ORX,9/8/2022,61529,Zatar chicken,C,7,4
325,AUX,EWX,9/10/2022,60987,Impossible Meatball Bowl,V,8,0
1511,IAX,PHX,9/15/2022,60549,Vegetarian chili and polenta cake,V,1,0
2413,SMX,DEX,9/13/2022,60983,Zatar chicken,C,20,2
2607,LAX,IAX,9/16/2022,60987,Impossible Meatball Bowl,V,8,1
2313,DEX,ORX,9/18/2022,61360,Brioche cheeseburger,B,2,0
1902,GUX,IAX,9/20/2022,58105,Protein egg entree,O,10,3
1482,SNX,IAX,9/24/2022,60987,Impossible Meatball Bowl,V,6,0
1009,BOX,SFX,9/9/2022,58019,Belgium waffle,WF,9,0
472,IAX,IAX,9/11/2022,61524,Scrambled eggs,O,6,5
5609,IAX,SLX,9/11/2022,60985,Zatar chicken,C,7,5
2271,DEX,SMX,9/13/2022,60987,Impossible Meatball Bowl,V,5,3
568,ORX,MSX,9/14/2022,60987,Impossible Meatball Bowl,V,5,4
313,AUX,EWX,9/15/2022,60983,Zatar chicken,C,7,7
781,IAX,LAX,9/18/2022,60987,Impossible Meatball Bowl,V,6,5
1501,SEX,IAX,9/21/2022,60983,Zatar chicken,C,10,8
1046,DEX,IAX,9/22/2022,58981,Scrambled eggs,O,7,7
1722,SFX,KOX,9/24/2022,57484,Tomato and kale baked egg,E,7,0
2665,ORX,SMX,9/7/2022,61530,Impossible Meatball Bowl,V,3,2
1482,SNX,IAX,9/8/2022,60983,Zatar chicken,C,10,6
1019,IAX,CUX,9/11/2022,60983,Zatar chicken,C,11,9
1107,DEX,INX,9/12/2022,60549,Vegetarian chili and polenta cake,V,1,0
1220,LAX,OGX,9/13/2022,60549,Vegetarian chili and polenta cake,V,2,0
2093,SEX,EWX,9/15/2022,61530,Impossible Meatball Bowl,V,4,3
2345,IAX,CLX,9/16/2022,58981,Scrambled eggs,O,5,3
2218,IAX,MIX,9/16/2022,60983,Zatar chicken,C,10,0
2341,ORX,MCX,9/16/2022,61360,Brioche cheeseburger,B,14,0
327,IAX,SEX,9/17/2022,60987,Impossible Meatball Bowl,V,8,6
751,YYX,IAX,9/19/2022,45351,Teriyaki chicken,C,12,0
2653,SFX,BOX,9/20/2022,60549,Vegetarian chili and polenta cake,V,2,0
518,JFX,LAX,9/20/2022,58488,Tapas,O2,8,8
2249,ORX,PWX,9/22/2022,61529,Zatar chicken,C,6,0
2627,SFX,IAX,9/22/2022,60983,Zatar chicken,C,13,13
2275,EWX,RSX,9/11/2022,58981,Scrambled eggs,O,9,6
215,HNX,SFX,9/11/2022,58049,Cinnamon French toast,FT,4,4
2293,EWX,DEX,9/20/2022,58019,Belgium waffle,WF,24,0
2351,SAX,ORX,9/22/2022,58981,Scrambled eggs,O,8,0
780,BOX,IAX,9/23/2022,60987,Impossible Meatball Bowl,V,6,7
2059,IAX,IAX,9/28/2022,58981,Scrambled eggs,O,7,7
326,PDX,DEX,9/28/2022,61529,Zatar chicken,C,7,6
348,DEX,SAX,9/6/2022,61530,Impossible Meatball Bowl,V,4,0
1443,EWX,PDX,9/6/2022,58764,Mediterranean Falafel Bowl,V,1,1
1494,IAX,DEX,9/8/2022,60983,Zatar chicken,C,8,7
1494,IAX,DEX,9/8/2022,60987,Impossible Meatball Bowl,V,4,4
2432,ORX,SAX,9/8/2022,61524,Scrambled eggs,O,6,6
718,IAX,DEX,9/8/2022,60987,Impossible Meatball Bowl,V,11,11
1679,IAX,DEX,9/18/2022,60987,Impossible Meatball Bowl,V,11,0
1509,EWX,TPX,9/26/2022,61524,Scrambled eggs,O,5,5
506,SFX,IAX,9/27/2022,60983,Zatar chicken,C,10,2
2233,IAX,FLX,9/29/2022,61360,Brioche cheeseburger,B,10,5
1507,SFX,OMX,9/30/2022,60549,Vegetarian chili and polenta cake,V,2,0
2376,IAX,TUX,9/30/2022,58981,Scrambled eggs,O,6,0
2486,ORX,DEX,9/23/2022,60983,Zatar chicken,C,12,11
545,DEX,SMX,9/24/2022,60983,Zatar chicken,C,7,7
2096,ORX,LAX,9/24/2022,60987,Impossible Meatball Bowl,V,11,11
1242,LAX,DEX,9/27/2022,61360,Brioche cheeseburger,B,3,3
1884,IAX,LAX,9/13/2022,58981,Scrambled eggs,O,16,0
166,GUX,FUX,9/15/2022,41564,Raisin French toast,FT,5,0
1998,IAX,SFX,9/20/2022,61530,Impossible Meatball Bowl,V,2,0
2381,ORX,DEX,9/21/2022,60987,Impossible Meatball Bowl,V,7,6
1955,SFX,DCX,9/22/2022,58766,Gingerbread French Toast,FT,2,0
529,ORX,SFX,9/13/2022,60987,Impossible Meatball Bowl,V,11,0
684,DEX,SFX,9/14/2022,60987,Impossible Meatball Bowl,V,5,3
1102,DEX,LAX,9/19/2022,61360,Brioche cheeseburger,B,3,0
2663,ORX,DEX,9/19/2022,60987,Impossible Meatball Bowl,V,7,1
1817,DEX,CLX,9/21/2022,60549,Vegetarian chili and polenta cake,V,1,0
1657,ORX,CUX,9/24/2022,60549,Vegetarian chili and polenta cake,V,1,1
627,PHX,ORX,9/16/2022,60987,Impossible Meatball Bowl,V,6,0
2243,ORX,LAX,9/25/2022,58981,Scrambled eggs,O,22,20
1829,MCX,ORX,9/20/2022,60983,Zatar chicken,C,14,0
572,AUX,SFX,9/21/2022,61529,Zatar chicken,C,7,6
2304,IAX,SAX,9/23/2022,60983,Zatar chicken,C,7,5
2625,LGX,DEX,9/24/2022,58019,Belgium waffle,WF,8,6
796,DEX,LAX,9/29/2022,61360,Brioche cheeseburger,B,1,0
1019,IAX,CUX,9/29/2022,60983,Zatar chicken,C,11,5
563,DEX,SNX,9/30/2022,60987,Impossible Meatball Bowl,V,12,4
1914,IAX,LAX,9/30/2022,60987,Impossible Meatball Bowl,V,4,0
497,DEX,MSX,9/24/2022,61529,Zatar chicken,C,7,5
1973,ORX,SFX,9/25/2022,61360,Brioche cheeseburger,B,4,0
1584,ORX,DFX,9/26/2022,61530,Impossible Meatball Bowl,V,5,3
1009,BOX,SFX,9/28/2022,52192,ASIAN VEGETARIAN MEAL,AV,3,3
1668,CUX,ORX,9/28/2022,58109,Chicken breast entree,C,12,10
413,SFX,MEX,9/19/2022,61530,Impossible Meatball Bowl,V,4,1
2415,DEX,SBX,9/8/2022,61529,Zatar chicken,C,6,4
1402,AUX,SFX,9/21/2022,60983,Zatar chicken,C,12,0
782,SMX,ORX,9/7/2022,61529,Zatar chicken,C,7,0
1244,PVX,SFX,9/6/2022,58109,Chicken breast entree,C,7,7
506,SFX,IAX,9/18/2022,60987,Impossible Meatball Bowl,V,8,4
6154,SLX,IAX,9/21/2022,57994,Classic selection cheese tray,O,12,7
2283,SAX,IAX,9/15/2022,60983,Zatar chicken,C,12,12
2242,EWX,SAX,9/2/2022,58766,Gingerbread French Toast,FT,1,0
1913,INX,IAX,9/7/2022,60987,Impossible Meatball Bowl,V,6,8
801,EWX,MCX,9/3/2022,58981,Scrambled eggs,O,5,5
680,EWX,LAX,9/4/2022,60987,Impossible Meatball Bowl,V,3,0
330,DEX,BNX,9/24/2022,60549,Vegetarian chili and polenta cake,V,2,2
1064,EWX,MEX,9/26/2022,58766,Gingerbread French Toast,FT,2,0
1043,EWX,AUX,9/29/2022,61360,Brioche cheeseburger,B,4,0
2411,LAX,IAX,9/16/2022,60987,Impossible Meatball Bowl,V,11,7
723,ORX,FLX,9/25/2022,58272,Horchata steel cut oatmeal,OM,2,1
352,DCX,SFX,9/1/2022,60987,Impossible Meatball Bowl,V,12,8
2430,ORX,BOX,9/29/2022,58574,Belgium waffle,WF,4,0
1865,DEX,IAX,9/26/2022,58981,Scrambled eggs,O,8,0
1810,IAX,FLX,9/23/2022,58019,Belgium waffle,WF,6,3
2425,LAX,BOX,9/25/2022,60987,Impossible Meatball Bowl,V,7,0
1528,SEX,ORX,9/16/2022,60983,Zatar chicken,C,12,12
1616,CLX,SFX,9/20/2022,58019,Belgium waffle,WF,10,0
1851,SLX,IAX,9/30/2022,61530,Impossible Meatball Bowl,V,5,3
1299,ORX,GEX,9/27/2022,61530,Impossible Meatball Bowl,V,4,4
6083,IAX,SAX,9/4/2022,60985,Zatar chicken,C,7,0
1634,IAX,ORX,9/5/2022,60987,Impossible Meatball Bowl,V,5,3
1635,MCX,IAX,9/13/2022,60983,Zatar chicken,C,12,0
1737,DEX,OGX,9/13/2022,58480,Spaghetti squash noodles,S,6,6
2626,DFX,ORX,9/13/2022,61530,Impossible Meatball Bowl,V,5,0
1823,SAX,ORX,9/20/2022,61530,Impossible Meatball Bowl,V,5,0
1709,DEX,PVX,9/24/2022,58563,Tomato and kale baked egg,E,2,0
2675,EWX,LAX,9/4/2022,56450,Kosher Meal,KS,1,0
1910,PWX,DEX,9/5/2022,60987,Impossible Meatball Bowl,V,6,4
2651,LAX,HNX,9/6/2022,61360,Brioche cheeseburger,B,2,0
1798,IAX,YVX,9/7/2022,58981,Scrambled eggs,O,9,9
1128,ORX,SFX,9/9/2022,60983,Zatar chicken,C,8,8
1844,MIX,ORX,9/9/2022,61529,Zatar chicken,C,7,5
