flight_number,origin_station_code,destination_station_code,scheduled_departure_date,arrival_delay_group,departure_delay_group,entity,verbatim_text,seat_factor_band,ques_verbatim_text,loyalty_program_level,fleet_type_description,fleet_usage,response_group
2480,ORX,LAX,2022-09-20,Early & Ontime,Early & Ontime,Domestic,No.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-800,Mainline,non-member
1021,IAX,CUX,2022-09-19,Early & Ontime,Early & Ontime,Latin,no.,0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-900,Mainline,non-member
1040,AUX,EWX,2022-09-20,Early & Ontime,Early & Ontime,Latin,I think any flight over 4 hrs. They should serve at least a sandwich.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member
1808,PBX,EWX,2022-09-19,Early & Ontime,Early & Ontime,Domestic,Seats are less comfortable (more firm) than I recall.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,B737-900,Mainline,member
1281,IAX,SJX,2022-09-19,Early & Ontime,Delayed,Latin,I was great I was a little confused about the on line ordering and card information.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-800,Mainline,non-member
135,EWX,ZRX,2022-09-19,Delayed,Delayed,Atlantic,"On this flight the chicken entree was much simpler and good. I do not understand why food is always a high mix of many different and exotic ingredients and sauce, most of the time with spice and an asian taste. Why not keeping the food much simpler and healthy?. Like a simple past or a simple salad without strange cereal or fruit.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B767-300,Mainline,member
2388,MCX,LAX,2022-09-20,Early & Ontime,Early & Ontime,Domestic,Forgot the cookie's.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-800,Mainline,non-member
3821,ORX,FNX,2022-09-18,Early & Ontime,Early & Ontime,Domestic,No food or beverage served (short flight).,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,CRJ-200,Express,non-member
1477,DEX,RIX,2022-09-19,Delayed,Delayed,Domestic,Not much to it. Sent back both meals were not even warm much less hot. Saw it happened with other 1st class seats also.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A319-100,Mainline,member
1460,POX,IAX,2022-09-20,Early & Ontime,Early & Ontime,Latin,As a 1K traveling in economy plus there Should be a better selection for example we should be exposed to the meals being served in first class after all it is only fair what was offered to me was paltry.,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B737-800,Mainline,member
2679,ORX,SFX,2022-09-20,Early & Ontime,Delayed,Domestic,The food is very expensive.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier platinum,B777-200,Mainline,member
1885,ORX,EWX,2022-09-19,Early & Ontime,Early & Ontime,Domestic,In an early flight for 1.5 hours a muffin would be more appropriate than pretzels Even a gronila bar would be better.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,B737-900,Mainline,member
1885,ORX,EWX,2022-09-19,Early & Ontime,Early & Ontime,Domestic,"I will not be buying food or drink on United because I am not loading my credit card onto the app. I will present credit card upon purchase, but not in app.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member
263,DEX,LHX,2022-09-19,Early & Ontime,Early & Ontime,Atlantic,"I did not know my food would be spicy. Also I do not like quinoa, and that was the main carb.",0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-9,Mainline,member
2479,SAX,ORX,2022-09-20,Early & Ontime,Early & Ontime,Domestic,All good.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A320-200,Mainline,member
4768,DEX,TUX,2022-09-18,Delayed,Early & Ontime,Domestic,The size of the cups is to small.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,ERJ-175,Express,member
234,DEX,SFX,2022-09-20,Delayed,Delayed,Domestic,The Eli's chocolate chip cookie/muffin was really great.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member
2143,DEX,MCX,2022-09-21,Early & Ontime,Early & Ontime,Domestic,It was no big deal. staff was unable to provide service due to weather.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-900,Mainline,non-member
1129,SFX,EWX,2022-09-21,Early & Ontime,Delayed,Domestic,"In general I think the food choices on United flights is not great. Every time I have done a breakfast flight it is the same food over and over again. Portions are small. United should have a “normal” egg dish…not mixed with veggies such as kale, peppers, etc. How about just plain scrambled eggs?. Our French toast portion was very small as I said. We fly other airlines. food choices are better. Overall we like United but they need to upgrade their food.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier platinum,B777-300,Mainline,member
6298,IAX,MTX,2022-09-20,Early & Ontime,Early & Ontime,Latin,My seat table had a dried sticky soda streak on it…had not been cleaned.,0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,ERJ-175,Express,non-member
92,TLX,EWX,2022-09-21,Early & Ontime,Delayed,Atlantic,"I was surprised that there was not a hot meal offered (beef or chicken), only a cold plate or vegetarian meal.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier platinum,B787-10,Mainline,member
1593,IAX,MIX,2022-09-21,Early & Ontime,Early & Ontime,Domestic,No.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-700,Mainline,non-member
2401,BOX,SFX,2022-09-21,Delayed,Early & Ontime,Domestic,Ran out of vegetarian options so chose Takeoff because could eat most of it but fig packet was damaged.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-MAX9,Mainline,non-member
1106,BOX,DEX,2022-09-21,Early & Ontime,Early & Ontime,Domestic,What happened to free snacks?.,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,A319-100,Mainline,non-member
2055,ORX,ORX,2022-09-19,Early & Ontime,Early & Ontime,Domestic,"We used to get a snack with our soda. This trip we got nothing, I can not believe that you can not offer a bag of pretzels or a bag of cookies. I mean it is not like you are giving us a lot of either, there is hardly anything in these bags, but it is something.",80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-900,Mainline,non-member
6074,MFX,IAX,2022-09-21,Early & Ontime,Early & Ontime,Domestic,"Yes, I know we were on a short flight, but normally they will offer water, this was not the case... I had to ask for some for the 5-year-old boy that was seated next to me.. The flight attend did get me some. I was told to crayons. coloring books were available. She was not very happy to get me water and never said a word...",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,ERJ-175,Express,member
223,IAX,SFX,2022-09-22,Delayed,Early & Ontime,Domestic,A drink and pack of two cookies is insufficient for a 5+ hours flight.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-900,Mainline,non-member
3527,BDX,ORX,2022-09-22,Early & Ontime,Early & Ontime,Domestic,"Was pleasantly surprised to be offered Stroop waffle, as I was not expecting to get free food on the flight.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,ERJ-170,Express,member
203,ORX,OGX,2022-09-22,Delayed,Delayed,Domestic,The beer choice is mixed. As flying to Maui have more Kona beers like Longboard or Big Wave. Do not have IPAs with odd flavors like grapefruit.,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier platinum,B787-8,Mainline,member
148,LHX,EWX,2022-09-22,Early & Ontime,Early & Ontime,Atlantic,There are no options that I was aware of. Previously I request preflight a lower sodium option which was not available this time.,0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B767-300,Mainline,member
987,CDX,ORX,2022-09-22,Early & Ontime,Delayed,Atlantic,Why did the last service begin so close to our destination?. It was unnecessarily hurried.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-9,Mainline,member
1667,SFX,EWX,2022-09-22,Early & Ontime,Delayed,Domestic,It is the same stuff all the time. The snack boxes need updating.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,B777-200,Mainline,member
1109,EWX,CLX,2022-09-22,Delayed,Delayed,Domestic,you have made me a lover of AHA.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-800,Mainline,member
1564,LIX,SFX,2022-09-23,Early & Ontime,Early & Ontime,Domestic,More food on board for choices.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier platinum,B737-800,Mainline,member
2601,DFX,DEX,2022-09-21,Delayed,Delayed,Domestic,The lack of snacks is noticeable.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,B737-800,Mainline,member
2498,SEX,ORX,2022-09-22,Early & Ontime,Delayed,Domestic,Maybe give several during flight.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-900,Mainline,non-member
901,LHX,SFX,2022-09-23,Delayed,Delayed,Atlantic,The food from LHR to SFO was better than the initial flight.,0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B777-200,Mainline,member
901,LHX,SFX,2022-09-23,Delayed,Delayed,Atlantic,Would like to have a wider selection.,0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B777-200,Mainline,member
